artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,I Saw The Light,11,164800,False,0.341,0.244,7,-12.502,1,0.032,0.948,9.45e-05,0.221,0.526,204.288,4,honky-tonk
George Jones,Too Wild Too Long,New Patches,11,193373,False,0.618,0.342,0,-13.925,1,0.0292,0.345,0.000451,0.104,0.425,108.177,4,honky-tonk
George Jones,All-Time Greats (Original Musicor Records Recordings),The Race Is On,11,126466,False,0.651,0.461,9,-13.706,1,0.0376,0.711,0.0,0.185,0.915,88.097,4,honky-tonk
George Jones,Wrong Number,I Can't Get Used To Being Lonely,12,156120,False,0.496,0.193,10,-14.424,1,0.0292,0.817,0.0,0.189,0.51,109.141,4,honky-tonk
George Jones,Fine Country Wine,Heartaches And Hangovers,12,134666,False,0.483,0.533,9,-12.519,1,0.0424,0.403,0.0,0.238,0.852,156.817,4,honky-tonk
George Jones,George Jones - Duets From Musicor Records (Original Musicor Records Recordings),Party Pickin',11,146213,False,0.791,0.451,2,-13.314,1,0.038,0.807,0.0,0.134,0.965,127.328,4,honky-tonk
George Jones,With Love,A Good Year For The Roses,12,190546,False,0.491,0.334,11,-9.684,1,0.0287,0.659,1.6e-05,0.116,0.249,91.674,4,honky-tonk
Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,I Saw The Light,11,164800,False,0.341,0.244,7,-12.502,1,0.032,0.948,9.45e-05,0.221,0.526,204.288,4,honky-tonk
George Jones,Too Wild Too Long,New Patches,11,193373,False,0.618,0.342,0,-13.925,1,0.0292,0.345,0.000451,0.104,0.425,108.177,4,honky-tonk
George Jones,Wrong Number,I Can't Get Used To Being Lonely,12,156120,False,0.496,0.193,10,-14.424,1,0.0292,0.817,0.0,0.189,0.51,109.141,4,honky-tonk
George Jones,Fine Country Wine,Heartaches And Hangovers,12,134666,False,0.483,0.533,9,-12.519,1,0.0424,0.403,0.0,0.238,0.852,156.817,4,honky-tonk
Pete Bernhard,Harmony Ascension Division,Long Night,10,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk
Pete Bernhard,Harmony Ascension Division,Waiting for You,10,216920,False,0.702,0.273,0,-17.0,1,0.0324,0.858,0.344,0.117,0.313,132.054,4,honky-tonk
George Jones,Too Wild Too Long,I'm a Survivor,10,190213,False,0.506,0.279,8,-13.727,1,0.0271,0.729,3.01e-06,0.187,0.313,89.825,3,honky-tonk
Hank Williams,The Ultimate Collection,Please Make Up Your Mind - Single Version,11,169840,False,0.663,0.237,4,-14.214,1,0.0793,0.828,0.0,0.136,0.733,95.998,4,honky-tonk
George Jones,Image Of Me,These Hands,10,169306,False,0.449,0.243,11,-11.611,1,0.0299,0.796,7.49e-06,0.0983,0.23,78.397,3,honky-tonk
Hank Williams,The Unforgettable Hank Williams,My Love For You (Has Turned To Hate),10,163026,False,0.413,0.399,0,-8.679,1,0.0293,0.651,0.001,0.17,0.707,145.398,4,honky-tonk
Hank Williams,The Complete Hank Williams,Faded Love And Winter Roses,11,117573,False,0.439,0.255,4,-13.476,1,0.0297,0.926,0.0,0.27,0.398,133.245,4,honky-tonk
Pete Bernhard,Harmony Ascension Division,Long Night,10,184973,False,0.805,0.273,4,-15.269,1,0.0629,0.864,0.000226,0.108,0.265,115.048,4,honky-tonk
Pete Bernhard,Harmony Ascension Division,Waiting for You,10,216920,False,0.702,0.273,0,-17.0,1,0.0324,0.858,0.344,0.117,0.313,132.054,4,honky-tonk
George Jones,Too Wild Too Long,I'm a Survivor,10,190213,False,0.506,0.279,8,-13.727,1,0.0271,0.729,3.01e-06,0.187,0.313,89.825,3,honky-tonk
Hank Williams,The Ultimate Collection,Please Make Up Your Mind - Single Version,11,169840,False,0.663,0.237,4,-14.214,1,0.0793,0.828,0.0,0.136,0.733,95.998,4,honky-tonk
George Jones,Image Of Me,These Hands,10,169306,False,0.449,0.243,11,-11.611,1,0.0299,0.796,7.49e-06,0.0983,0.23,78.397,3,honky-tonk
Hank Williams,The Unforgettable Hank Williams,My Love For You (Has Turned To Hate),10,163026,False,0.413,0.399,0,-8.679,1,0.0293,0.651,0.001,0.17,0.707,145.398,4,honky-tonk
Hank Williams,The Complete Hank Williams,Faded Love And Winter Roses,11,117573,False,0.439,0.255,4,-13.476,1,0.0297,0.926,0.0,0.27,0.398,133.245,4,honky-tonk
Becky Hill,Best Road Trip Pop Tunes,I Got You,0,190266,True,0.568,0.728,9,-4.418,1,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4,house
Becky Hill,Best Road Trip Pop Tunes,I Got You,0,190266,True,0.568,0.728,9,-4.418,1,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4,house
NEIKED;Mae Muller;Polo G,Mega Hits Autumn/Fall 2022,Better Days,1,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,house
NEIKED;Mae Muller;Polo G,Mega Hits Autumn/Fall 2022,Better Days,1,160656,False,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,4,house
Daisuke Tanabe,Cat Steps,cat step,31,274125,False,0.696,0.656,6,-9.346,0,0.109,0.426,0.859,0.062,0.494,159.997,4,idm
Daisuke Tanabe,Cat Steps,cat step,31,274125,False,0.696,0.656,6,-9.346,0,0.109,0.426,0.859,0.062,0.494,159.997,4,idm
Seekae,The Sound Of Trees Falling On People,Halley Wars,7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,idm
Seekae,The Sound Of Trees Falling On People,Halley Wars,7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,idm
It's DPK,Let Me Down Slowly X Aaya Na Tu (Lofi Mix),Let Me Down Slowly X Aaya Na Tu - Lofi Mix,60,179017,False,0.441,0.55,1,-11.335,0,0.0792,0.241,0.000202,0.139,0.172,119.953,4,indian
It's DPK,Let Me Down Slowly X Aaya Na Tu (Lofi Mix),Let Me Down Slowly X Aaya Na Tu - Lofi Mix,60,179017,False,0.441,0.55,1,-11.335,0,0.0792,0.241,0.000202,0.139,0.172,119.953,4,indian
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie-pop
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie-pop
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie-pop
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie-pop
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie-pop
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie-pop
Claire Rosinkranz,Best Road Trip Pop Tunes,Boy In A Billion,0,207678,False,0.513,0.458,10,-7.3,1,0.142,0.437,0.0,0.295,0.488,79.039,4,indie-pop
Claire Rosinkranz,Best Road Trip Pop Tunes,Boy In A Billion,0,207678,False,0.513,0.458,10,-7.3,1,0.142,0.437,0.0,0.295,0.488,79.039,4,indie-pop
Claire Rosinkranz,Best Alternative Pop Tunes,Pretty Little Things,0,164802,False,0.506,0.371,0,-9.648,1,0.0717,0.782,0.0,0.11,0.45,79.01,4,indie-pop
Claire Rosinkranz,Best Alternative Pop Tunes,Pretty Little Things,0,164802,False,0.506,0.371,0,-9.648,1,0.0717,0.782,0.0,0.11,0.45,79.01,4,indie-pop
Holly Humberstone,Best Alternative Pop Tunes,Haunted House,0,133226,False,0.366,0.269,9,-9.197,1,0.0439,0.871,0.0,0.101,0.238,127.523,4,indie-pop
Holly Humberstone,Best Alternative Pop Tunes,Haunted House,0,133226,False,0.366,0.269,9,-9.197,1,0.0439,0.871,0.0,0.101,0.238,127.523,4,indie-pop
Holly Humberstone,Best Alternative Pop Tunes,Haunted House,0,133226,False,0.366,0.269,9,-9.197,1,0.0439,0.871,0.0,0.101,0.238,127.523,4,indie-pop
Stevie Wonder,Rock Christmas 2022 - The Very Best Of,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
Stevie Wonder,Rock Christmas 2022 - The Very Best Of,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
YUNGBLUD,Halloween Party 2022,The Funeral,0,211197,True,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4,indie
YUNGBLUD,Halloween Party 2022,The Funeral,0,211197,True,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4,indie
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
Lucky Daye,Best R&B Tunes,"Running Blind - From ""Liberated / Music For the Movement Vol. 3""",0,193070,True,0.724,0.659,3,-5.735,0,0.0574,0.0195,0.00214,0.0535,0.475,134.953,5,indie
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
Still Woozy,Best Road Trip Pop Tunes,WTF,0,193840,False,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,indie
Vaibhav Bundhoo;Kamakshi Khanna,Kota Factory: Season 2 (Music from the Netflix Series),Tere Jaisa,41,312000,False,0.511,0.219,2,-20.59,1,0.0457,0.91,0.00229,0.0946,0.234,168.051,3,indie
Vaibhav Bundhoo;Kamakshi Khanna,Kota Factory: Season 2 (Music from the Netflix Series),Tere Jaisa,41,312000,False,0.511,0.219,2,-20.59,1,0.0457,0.91,0.00229,0.0946,0.234,168.051,3,indie
Devin Kennedy,"You & Me, That's Enough",Something Bout That Feeling,64,132688,False,0.69,0.397,5,-6.514,1,0.0453,0.064,0.0,0.0784,0.772,203.723,4,indie
Devin Kennedy,"You & Me, That's Enough",Something Bout That Feeling,64,132688,False,0.69,0.397,5,-6.514,1,0.0453,0.064,0.0,0.0784,0.772,203.723,4,indie
Claire Rosinkranz,Best Road Trip Pop Tunes,Boy In A Billion,0,207678,False,0.513,0.458,10,-7.3,1,0.142,0.437,0.0,0.295,0.488,79.039,4,indie
Claire Rosinkranz,Best Road Trip Pop Tunes,Boy In A Billion,0,207678,False,0.513,0.458,10,-7.3,1,0.142,0.437,0.0,0.295,0.488,79.039,4,indie
Claire Rosinkranz,Best Alternative Pop Tunes,Pretty Little Things,0,164802,False,0.506,0.371,0,-9.648,1,0.0717,0.782,0.0,0.11,0.45,79.01,4,indie
Claire Rosinkranz,Best Alternative Pop Tunes,Pretty Little Things,0,164802,False,0.506,0.371,0,-9.648,1,0.0717,0.782,0.0,0.11,0.45,79.01,4,indie
AMONGST THE ASHES,Agonizing Awakening,Spreading the Deception,0,283896,False,0.398,0.918,6,-6.989,1,0.0421,1.75e-05,0.292,0.354,0.409,170.05,4,iranian
Spuntic,Foundation,Lightfall,0,198388,False,0.0849,0.177,6,-27.363,1,0.0482,0.752,0.92,0.112,0.0455,85.435,4,iranian
Spuntic,Foundation,Sleep and Waking,0,297612,False,0.0653,0.103,0,-20.006,1,0.0383,0.979,0.966,0.0811,0.0352,73.618,5,iranian
Spuntic,Foundation,Lifeforms,0,190000,False,0.159,0.0736,3,-21.123,0,0.0406,0.975,0.975,0.0854,0.0355,108.997,3,iranian
Spuntic,Foundation,Outlying,0,303464,False,0.353,0.526,6,-15.455,0,0.0675,0.521,0.416,0.108,0.148,74.658,4,iranian
Spuntic,Foundation,Sleep and Waking,0,297612,False,0.0653,0.103,0,-20.006,1,0.0383,0.979,0.966,0.0811,0.0352,73.618,5,iranian
Spuntic,Foundation,Outlying,0,303464,False,0.353,0.526,6,-15.455,0,0.0675,0.521,0.416,0.108,0.148,74.658,4,iranian
Farzad Golpayegani,Eight,Diverge,3,270153,False,0.343,0.531,11,-8.501,0,0.0301,0.799,0.864,0.343,0.0569,138.024,4,iranian
Farzad Golpayegani,Seven,Bring You Pain,4,271413,False,0.237,0.959,11,-3.978,0,0.153,0.211,0.817,0.0787,0.423,155.662,4,iranian
Farzad Golpayegani,Eight,Diverge,3,270153,False,0.343,0.531,11,-8.501,0,0.0301,0.799,0.864,0.343,0.0569,138.024,4,iranian
Farzad Golpayegani,Seven,Bring You Pain,4,271413,False,0.237,0.959,11,-3.978,0,0.153,0.211,0.817,0.0787,0.423,155.662,4,iranian
Nyctalllz,Visions of Darkness: Volume II,The Curse of the White Demon,1,415517,False,0.237,0.38,2,-14.322,1,0.0358,0.599,0.875,0.174,0.0464,112.65,4,iranian
Kahtmayan,Resurrection 1,Resurrection,4,275644,False,0.582,0.97,4,-3.26,0,0.0781,0.000258,0.00033,0.062,0.151,120.035,4,iranian
DSM,Nowruz,Nowruz,0,259970,False,0.236,0.0463,0,-26.831,0,0.042,0.927,0.815,0.103,0.0325,121.532,3,iranian
Kahtmayan,Virtual existence,Irreversible,0,406240,False,0.393,0.965,6,-5.133,0,0.122,0.000199,0.788,0.0898,0.33,159.982,4,iranian
Azooma,The Act of Eye,Act 2 - Umbra of Mirth,0,467826,True,0.226,0.988,0,-6.717,1,0.2,0.00337,0.897,0.545,0.0721,159.96,4,iranian
Nyctalllz,Visions of Darkness: Volume II,The Curse of the White Demon,1,415517,False,0.237,0.38,2,-14.322,1,0.0358,0.599,0.875,0.174,0.0464,112.65,4,iranian
Shivered,Journey to Fade,Journey to Fade,0,315842,False,0.558,0.837,1,-4.962,0,0.0273,0.00011,0.0246,0.107,0.448,140.001,4,iranian
Spuntic,Hybrid Source,Outlined,0,348133,False,0.219,0.124,9,-21.633,1,0.0482,0.909,0.927,0.188,0.0381,77.691,5,iranian
Out of Nowhere,Man Made Disaster,Masturbation,0,312657,True,0.498,0.862,1,-2.344,1,0.0528,0.000173,0.0,0.0778,0.398,125.005,4,iranian
Garhelenth,The Mysterious Kingdom,Paradox Existence,0,269423,False,0.125,0.677,8,-9.416,1,0.048,1.68e-06,0.0056,0.382,0.299,96.517,4,iranian
Spuntic,Foundation,Deep Hours,0,363992,False,0.194,0.39,10,-18.538,1,0.0467,0.00296,0.76,0.0941,0.0306,100.946,4,iranian
From The Vastland,Kamarikan,Kamarikan,0,360875,False,0.289,0.539,10,-7.317,1,0.15,0.000126,0.916,0.111,0.0391,119.898,4,iranian
Spuntic,Foundation,Lifeforms,0,190000,False,0.159,0.0736,3,-21.123,0,0.0406,0.975,0.975,0.0854,0.0355,108.997,3,iranian
Kahtmayan,Resurrection 1,Resurrection,4,275644,False,0.582,0.97,4,-3.26,0,0.0781,0.000258,0.00033,0.062,0.151,120.035,4,iranian
Kahtmayan,Virtual existence,Irreversible,0,406240,False,0.393,0.965,6,-5.133,0,0.122,0.000199,0.788,0.0898,0.33,159.982,4,iranian
Azooma,The Act of Eye,Act 2 - Umbra of Mirth,0,467826,True,0.226,0.988,0,-6.717,1,0.2,0.00337,0.897,0.545,0.0721,159.96,4,iranian
Out of Nowhere,Man Made Disaster,Masturbation,0,312657,True,0.498,0.862,1,-2.344,1,0.0528,0.000173,0.0,0.0778,0.398,125.005,4,iranian
Spuntic,Foundation,Deep Hours,0,363992,False,0.194,0.39,10,-18.538,1,0.0467,0.00296,0.76,0.0941,0.0306,100.946,4,iranian
DSM,Nowruz,Nowruz,0,259970,False,0.236,0.0463,0,-26.831,0,0.042,0.927,0.815,0.103,0.0325,121.532,3,iranian
Shivered,Journey to Fade,Journey to Fade,0,315842,False,0.558,0.837,1,-4.962,0,0.0273,0.00011,0.0246,0.107,0.448,140.001,4,iranian
Spuntic,Hybrid Source,Outlined,0,348133,False,0.219,0.124,9,-21.633,1,0.0482,0.909,0.927,0.188,0.0381,77.691,5,iranian
Garhelenth,The Mysterious Kingdom,Paradox Existence,0,269423,False,0.125,0.677,8,-9.416,1,0.048,1.68e-06,0.0056,0.382,0.299,96.517,4,iranian
From The Vastland,Kamarikan,Kamarikan,0,360875,False,0.289,0.539,10,-7.317,1,0.15,0.000126,0.916,0.111,0.0391,119.898,4,iranian
Spuntic,Foundation,Lightfall,0,198388,False,0.0849,0.177,6,-27.363,1,0.0482,0.752,0.92,0.112,0.0455,85.435,4,iranian
AMONGST THE ASHES,Agonizing Awakening,Spreading the Deception,0,283896,False,0.398,0.918,6,-6.989,1,0.0421,1.75e-05,0.292,0.354,0.409,170.05,4,iranian
SWAY;EXILE SHOKICHI;SALU,UNCHAINED,Never Say Goodbye,23,211413,False,0.615,0.915,1,-3.56,0,0.0582,0.0394,0.0,0.243,0.354,105.001,4,j-dance
Masicka;Dunw3ll,Roll Clean - Single,Roll Clean,23,150315,True,0.702,0.913,1,-3.385,1,0.218,0.171,0.0,0.297,0.632,95.004,4,j-dance
SWAY;EXILE SHOKICHI;SALU,UNCHAINED,Never Say Goodbye,23,211413,False,0.615,0.915,1,-3.56,0,0.0582,0.0394,0.0,0.243,0.354,105.001,4,j-dance
Masicka;Dunw3ll,Roll Clean - Single,Roll Clean,23,150315,True,0.702,0.913,1,-3.385,1,0.218,0.171,0.0,0.297,0.632,95.004,4,j-dance
Jahshii,Dancehall Night Riddim,Dem Nuh Bad,20,106800,True,0.689,0.584,0,-7.379,1,0.482,0.113,0.0,0.0749,0.701,126.547,5,j-dance
Jahshii,Dancehall Night Riddim,Dem Nuh Bad,20,106800,True,0.689,0.584,0,-7.379,1,0.482,0.113,0.0,0.0749,0.701,126.547,5,j-dance
Pamputtae;Bounty Killer;Esco Da Shocker,Set Right,Set Right,10,183672,True,0.698,0.724,1,-5.577,1,0.448,0.137,0.0,0.326,0.849,126.554,5,j-dance
Pamputtae;Bounty Killer;Esco Da Shocker,Set Right,Set Right,10,183672,True,0.698,0.724,1,-5.577,1,0.448,0.137,0.0,0.326,0.849,126.554,5,j-dance
Beenie Man;Blakk Man,Imac Riddim,Real Bad Man - Radio Edit,20,194616,False,0.717,0.795,8,-4.198,1,0.291,0.0298,2.33e-06,0.133,0.792,133.673,5,j-dance
Beenie Man;Blakk Man,Imac Riddim,Real Bad Man - Radio Edit,20,194616,False,0.717,0.795,8,-4.198,1,0.291,0.0298,2.33e-06,0.133,0.792,133.673,5,j-dance
Vybz Kartel,Exclusivity (Remastered),Blackberry - Remastered,35,187000,True,0.84,0.837,6,-6.223,1,0.228,0.53,0.0,0.0546,0.718,105.006,4,j-dance
Vybz Kartel,Round Corna,Round Corna,18,129890,True,0.801,0.946,1,-1.02,1,0.364,0.0833,0.0,0.171,0.39,101.865,4,j-dance
Vybz Kartel,Exclusivity (Remastered),Blackberry - Remastered,35,187000,True,0.84,0.837,6,-6.223,1,0.228,0.53,0.0,0.0546,0.718,105.006,4,j-dance
Vybz Kartel,Round Corna,Round Corna,18,129890,True,0.801,0.946,1,-1.02,1,0.364,0.0833,0.0,0.171,0.39,101.865,4,j-dance
TACOYAKI RAINBOW,絶唱!なにわで生まれた少女たち (Special Edition),絶唱!なにわで生まれた少女たち,18,274413,False,0.61,0.953,10,-1.076,1,0.102,0.136,0.000218,0.371,0.398,150.016,4,j-idol
TACOYAKI RAINBOW,絶唱!なにわで生まれた少女たち (Special Edition),絶唱!なにわで生まれた少女たち,18,274413,False,0.61,0.953,10,-1.076,1,0.102,0.136,0.000218,0.371,0.398,150.016,4,j-idol
Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,j-pop
Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,j-pop
Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,j-pop
Norah Jones,Christmas Dinner,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,j-pop
Lester Young,The Complete Aladdin Recordings Of Lester Young,These Foolish Things - Remastered 1995,55,190933,False,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz
Lester Young,The Complete Aladdin Recordings Of Lester Young,These Foolish Things - Remastered 1995,55,190933,False,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz
Ilaiyaraaja,Muthal Mariyathai (Original Motion Picture Soundtrack),Hey Kiliyirukku,46,68205,False,0.803,0.572,0,-9.308,1,0.205,0.811,0.00338,0.0962,0.79,112.478,3,k-pop
Ilaiyaraaja,Muthal Mariyathai (Original Motion Picture Soundtrack),Hey Kiliyirukku,46,68205,False,0.803,0.572,0,-9.308,1,0.205,0.811,0.00338,0.0962,0.79,112.478,3,k-pop
Poop Emoji,Best Nintendo Music,The Paper Mario Origami King Song,14,69333,False,0.803,0.53,5,-7.817,1,0.142,0.17,1.34e-06,0.25,0.659,89.984,4,kids
Poop Emoji,Best Nintendo Music,The Paper Mario Origami King Song,14,69333,False,0.803,0.53,5,-7.817,1,0.142,0.17,1.34e-06,0.25,0.659,89.984,4,kids
Hip Hop Harry,Nursery Rhymes (Bonus Tracks),Old MacDonald Had a Farm,11,122853,False,0.773,0.879,11,-2.418,0,0.0499,0.00614,3.41e-06,0.283,0.686,105.984,4,kids
Hip Hop Harry,Nursery Rhymes (Bonus Tracks),Old MacDonald Had a Farm,11,122853,False,0.773,0.879,11,-2.418,0,0.0499,0.00614,3.41e-06,0.283,0.686,105.984,4,kids
The Party Cats,Kids Dance Party: Halloween Jams,Theme From The Addams Family,11,103813,False,0.898,0.431,5,-11.645,1,0.0708,0.198,0.00076,0.041,0.9,120.052,4,kids
The Party Cats,Kids Dance Party: Halloween Jams,Theme From The Addams Family,11,103813,False,0.898,0.431,5,-11.645,1,0.0708,0.198,0.00076,0.041,0.9,120.052,4,kids
Christopher Zondaflex Tyler,Hip Hop Dance for Beginners,Everybody Have a Seat,8,77297,False,0.876,0.412,1,-15.764,1,0.0742,0.0042,0.0,0.0772,0.872,119.928,4,kids
Ray Remesch,"EFlashApps Nursery Rhymes, Vol. 3",Turkey in the Straw,8,71409,False,0.827,0.668,5,-5.479,1,0.048,0.794,0.0,0.12,0.949,102.35,4,kids
Blake Rules;Netherfriends,Kids Trap 8,Breakfast Time,8,160000,False,0.975,0.432,0,-13.808,1,0.192,0.0406,0.0,0.101,0.304,119.989,4,kids
Blake Rules;Netherfriends,Kids Trap 10,Snow Cone Truck,8,123076,False,0.714,0.617,10,-11.971,1,0.0544,0.307,0.0612,0.128,0.681,155.979,4,kids
Mini Pop Kids,Mini Pop Kids 16,Better Now,7,211786,False,0.704,0.49,2,-8.974,1,0.125,0.0386,0.0,0.11,0.296,145.167,4,kids
Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,228160,False,0.714,0.628,7,-5.642,1,0.0399,0.0488,1.52e-06,0.129,0.171,103.925,4,kids
Christopher Zondaflex Tyler,Hip Hop Dance for Beginners,Everybody Have a Seat,8,77297,False,0.876,0.412,1,-15.764,1,0.0742,0.0042,0.0,0.0772,0.872,119.928,4,kids
Ray Remesch,"EFlashApps Nursery Rhymes, Vol. 3",Turkey in the Straw,8,71409,False,0.827,0.668,5,-5.479,1,0.048,0.794,0.0,0.12,0.949,102.35,4,kids
Blake Rules;Netherfriends,Kids Trap 8,Breakfast Time,8,160000,False,0.975,0.432,0,-13.808,1,0.192,0.0406,0.0,0.101,0.304,119.989,4,kids
Blake Rules;Netherfriends,Kids Trap 10,Snow Cone Truck,8,123076,False,0.714,0.617,10,-11.971,1,0.0544,0.307,0.0612,0.128,0.681,155.979,4,kids
Mini Pop Kids,Mini Pop Kids 16,Better Now,7,211786,False,0.704,0.49,2,-8.974,1,0.125,0.0386,0.0,0.11,0.296,145.167,4,kids
Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,228160,False,0.714,0.628,7,-5.642,1,0.0399,0.0488,1.52e-06,0.129,0.171,103.925,4,kids
Daddy Yankee;Bad Bunny,Bájale como 7500,Vuelve,2,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,latin
Daddy Yankee;Bad Bunny,Bájale como 7500,Vuelve,2,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,latin
J Balvin;Bad Bunny;Mr Eazi,Feliz Cumpleaños con Perreo,COMO UN BEBÉ,4,218826,False,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4,latin
J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,LA CANCIÓN,2,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin
J Balvin;Skrillex,Regageton Para Niños,In Da Getto,5,130666,False,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4,latin
J Balvin,Noche de Halloween Latino,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,latin
J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,LA CANCIÓN,2,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin
J Balvin;Bad Bunny;Mr Eazi,Feliz Cumpleaños con Perreo,COMO UN BEBÉ,4,218826,False,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4,latin
J Balvin;Skrillex,Regageton Para Niños,In Da Getto,5,130666,False,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4,latin
J Balvin,Noche de Halloween Latino,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,latin
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,El perreo es el futuro,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latin
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,El perreo es el futuro,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,latin
Mariah Angeliq;Casper Magico,El perreo es el futuro,Lo Prohibido,0,202560,False,0.83,0.679,8,-3.519,0,0.143,0.137,7.78e-05,0.0905,0.213,95.003,4,latin
